Time,Force
0.0,0.44041275861745977
1.0101010101010102,0.2552226751777812
2.0202020202020203,0.004605540146931264
3.0303030303030303,0.5068364489516776
4.040404040404041,0.5030860667191602
5.050505050505051,0.29405220923349085
6.0606060606060606,0.10586579150572895
7.070707070707071,0.44008131568750275
8.080808080808081,0.9324559100043947
9.090909090909092,0.3484308537454741
10.101010101010102,0.07064722824898673
11.111111111111112,0.5471266904821842
12.121212121212121,0.8003642616131965
13.131313131313131,0.5966175697178342
14.141414141414142,0.4368827428996812
15.151515151515152,0.6670774558633046
16.161616161616163,0.26854808818784204
17.171717171717173,0.8380070248028393
18.181818181818183,0.09349386369685542
19.191919191919194,0.852850989208635
20.202020202020204,0.386875817301612
21.212121212121215,0.8804007689575036
22.222222222222225,0.27801452925494907
23.232323232323235,0.3683539406216054
24.242424242424242,0.6329377151960793
25.252525252525253,0.6196761182133601
26.262626262626263,0.11846426457720782
27.272727272727273,0.25277687713075103
28.282828282828284,0.01182390083096041
29.292929292929294,0.40127883486379223
30.303030303030305,0.8772681229283673
31.313131313131315,0.9804452008289902
32.323232323232325,0.9327023040486244
33.333333333333336,0.1321699025527765
34.343434343434346,0.720155661027902
35.35353535353536,0.12387437897082942
36.36363636363637,0.7593574564852896
37.37373737373738,0.5401282328090594
38.38383838383839,0.9395974434615073
39.3939393939394,0.7454908047435451
40.40404040404041,0.11547036897578367
41.41414141414142,0.4716080595535821
42.42424242424243,0.9505837518852305
43.43434343434344,0.7640798474390105
44.44444444444445,0.9508054340692723
45.45454545454546,0.13116480904708971
46.46464646464647,0.4693711131977001
47.47474747474748,0.6507693558941287
48.484848484848484,0.6966900131742121
49.494949494949495,0.16617225371974365
50.505050505050505,0.6418121871977368
51.515151515151516,0.5404162535018615
52.525252525252526,0.7030560930391319
53.535353535353536,0.6550442966654478
54.54545454545455,0.9511476118895297
55.55555555555556,0.8122010937813495
56.56565656565657,0.8400162486189492
57.57575757575758,0.5935230838247761
58.58585858585859,0.39349017291999755
59.5959595959596,0.4498467928577594
60.60606060606061,0.3806141831223895
61.61616161616162,0.815520822920844
62.62626262626263,0.3377916735979061
63.63636363636364,0.9929895291106428
64.64646464646465,0.9499558589267832
65.65656565656566,0.2982901766441364
66.66666666666667,0.5133125378039483
67.67676767676768,0.881315831735257
68.68686868686869,0.7620617266739823
69.6969696969697,0.15295660193018734
70.70707070707071,0.27040577166047863
71.71717171717172,0.8475734894818375
72.72727272727273,0.0947497124711596
73.73737373737374,0.03385394683128662
74.74747474747475,0.2507379985260261
75.75757575757576,0.12985141577639658
76.76767676767678,0.9701957367723107
77.77777777777779,0.30704290615947494
78.7878787878788,0.9903591145385521
79.7979797979798,0.04500989114664489
80.80808080808082,0.3759427617355341
81.81818181818183,0.7691988936203122
82.82828282828284,0.6361309994848128
83.83838383838385,0.2573952627947209
84.84848484848486,0.29721123722529696
85.85858585858587,0.3938296093327701
86.86868686868688,0.30375274798407037
87.87878787878789,0.8828566374738805
88.8888888888889,0.7053889695119635
89.89898989898991,0.24199108260960078
90.90909090909092,0.717816019342755
91.91919191919193,0.8406014433519997
92.92929292929294,0.766250203008704
93.93939393939395,0.2907335524725566
94.94949494949496,0.4740819027016905
95.95959595959597,0.30093816055291434
96.96969696969697,0.5937870113250524
97.97979797979798,0.19323164594260922
98.98989898989899,0.3463882717629063
100.0,0.5481882485826856
0.0,0.6616027656861678
1.0101010101010102,0.8483735620569963
2.0202020202020203,0.4178597683462004
3.0303030303030303,0.2768227786220899
